-4 -4 4.48769e-06
-4 -3.95 5.06472e-06
-4 -3.9 5.71774e-06
-4 -3.85 6.45701e-06
-4 -3.8 7.2942e-06
-4 -3.75 8.24262e-06
-4 -3.7 9.31742e-06
-4 -3.65 1.05359e-05
-4 -3.6 1.19176e-05
-4 -3.55 1.34852e-05
-4 -3.5 1.52642e-05
-4 -3.45 1.72839e-05
-4 -3.4 1.95776e-05
-4 -3.35 2.21836e-05
-4 -3.3 2.51455e-05
-4 -3.25 2.85132e-05
-4 -3.2 3.23437e-05
-4 -3.15 3.67024e-05
-4 -3.1 4.1664e-05
-4 -3.05 4.73142e-05
-4 -3 5.3751e-05
-4 -2.95 6.10871e-05
-4 -2.9 6.94514e-05
-4 -2.85 7.8992e-05
-4 -2.8 8.98789e-05
-4 -2.75 0.000102307
-4 -2.7 0.000116501
-4 -2.65 0.000132719
-4 -2.6 0.000151256
-4 -2.55 0.000172454
-4 -2.5 0.000196706
-4 -2.45 0.000224464
-4 -2.4 0.000256249
-4 -2.35 0.000292661
-4 -2.3 0.000334392
-4 -2.25 0.000382243
-4 -2.2 0.000437135
-4 -2.15 0.000500134
-4 -2.1 0.00057247
-4 -2.05 0.000655568
-4 -2 0.000751074
-4 -1.95 0.000860892
-4 -1.9 0.000987229
-4 -1.85 0.00113264
-4 -1.8 0.00130009
-4 -1.75 0.001493
-4 -1.7 0.00171538
-4 -1.65 0.00197183
-4 -1.6 0.00226774
-4 -1.55 0.00260935
-4 -1.5 0.00300393
-4 -1.45 0.00345993
-4 -1.4 0.0039872
-4 -1.35 0.00459721
-4 -1.3 0.00530335
-4 -1.25 0.00612126
-4 -1.2 0.00706921
-4 -1.15 0.00816863
-4 -1.1 0.00944463
-4 -1.05 0.0109267
-4 -1 0.0126498
-4 -0.95 0.014655
-4 -0.9 0.0169915
-4 -0.85 0.0197178
-4 -0.8 0.0229049
-4 -0.75 0.026639
-4 -0.7 0.0310268
-4 -0.65 0.0362023
-4 -0.6 0.0423374
-4 -0.55 0.0496585
-4 -0.5 0.0584732
-4 -0.45 0.0692153
-4 -0.4 0.0825246
-4 -0.35 0.0993959
-4 -0.3 0.121478
-4 -0.25 0.151735
-4 -0.2 0.196098
-4 -0.15 0.268425
-4 -0.1 0.410345
-4 -0.05 0.830146
-4 0.05 0.830146
-4 0.1 0.410345
-4 0.15 0.268425
-4 0.2 0.196098
-4 0.25 0.151735
-4 0.3 0.121478
-4 0.35 0.0993959
-4 0.4 0.0825246
-4 0.45 0.0692153
-4 0.5 0.0584732
-4 0.55 0.0496585
-4 0.6 0.0423374
-4 0.65 0.0362023
-4 0.7 0.0310268
-4 0.75 0.026639
-4 0.8 0.0229049
-4 0.85 0.0197178
-4 0.9 0.0169915
-4 0.95 0.014655
-4 1 0.0126498
-4 1.05 0.0109267
-4 1.1 0.00944463
-4 1.15 0.00816863
-4 1.2 0.00706921
-4 1.25 0.00612126
-4 1.3 0.00530335
-4 1.35 0.00459721
-4 1.4 0.0039872
-4 1.45 0.00345993
-4 1.5 0.00300393
-4 1.55 0.00260935
-4 1.6 0.00226774
-4 1.65 0.00197183
-4 1.7 0.00171538
-4 1.75 0.001493
-4 1.8 0.00130009
-4 1.85 0.00113264
-4 1.9 0.000987229
-4 1.95 0.000860892
-4 2 0.000751074
-4 2.05 0.000655568
-4 2.1 0.00057247
-4 2.15 0.000500134
-4 2.2 0.000437135
-4 2.25 0.000382243
-4 2.3 0.000334392
-4 2.35 0.000292661
-4 2.4 0.000256249
-4 2.45 0.000224464
-4 2.5 0.000196706
-4 2.55 0.000172454
-4 2.6 0.000151256
-4 2.65 0.000132719
-4 2.7 0.000116501
-4 2.75 0.000102307
-4 2.8 8.98789e-05
-4 2.85 7.8992e-05
-4 2.9 6.94514e-05
-4 2.95 6.10871e-05
-4 3 5.3751e-05
-4 3.05 4.73142e-05
-4 3.1 4.1664e-05
-4 3.15 3.67024e-05
-4 3.2 3.23437e-05
-4 3.25 2.85132e-05
-4 3.3 2.51455e-05
-4 3.35 2.21836e-05
-4 3.4 1.95776e-05
-4 3.45 1.72839e-05
-4 3.5 1.52642e-05
-4 3.55 1.34852e-05
-4 3.6 1.19176e-05
-4 3.65 1.05359e-05
-4 3.7 9.31742e-06
-4 3.75 8.24262e-06
-4 3.8 7.2942e-06
-4 3.85 6.45701e-06
-4 3.9 5.71774e-06
-4 3.95 5.06472e-06
-4 4 4.48769e-06

-3.95 -4 4.90841e-06
-3.95 -3.95 5.538e-06
-3.95 -3.9 6.25032e-06
-3.95 -3.85 7.05651e-06
-3.95 -3.8 7.96924e-06
-3.95 -3.75 9.00296e-06
-3.95 -3.7 1.01741e-05
-3.95 -3.65 1.15014e-05
-3.95 -3.6 1.30063e-05
-3.95 -3.55 1.47131e-05
-3.95 -3.5 1.66496e-05
-3.95 -3.45 1.88474e-05
-3.95 -3.4 2.1343e-05
-3.95 -3.35 2.41775e-05
-3.95 -3.3 2.73983e-05
-3.95 -3.25 3.10595e-05
-3.95 -3.2 3.52228e-05
-3.95 -3.15 3.99589e-05
-3.95 -3.1 4.53489e-05
-3.95 -3.05 5.14855e-05
-3.95 -3 5.84747e-05
-3.95 -2.95 6.64385e-05
-3.95 -2.9 7.55163e-05
-3.95 -2.85 8.58684e-05
-3.95 -2.8 9.76785e-05
-3.95 -2.75 0.000111158
-3.95 -2.7 0.000126548
