# parameter = 10
0.0001 9.999e-05 9.999e-05
0.0501 0.0475904 0.0476518
0.1001 0.0903289 0.0905652
0.1501 0.128747 0.129179
0.2001 0.16318 0.163812
0.2501 0.193933 0.194759
0.3001 0.221287 0.222297
0.3501 0.245503 0.246687
0.4001 0.266824 0.268168
0.4501 0.285476 0.286968
0.5001 0.301669 0.303296
0.5501 0.315599 0.317348
0.6001 0.32745 0.329309
0.6501 0.337391 0.339348
0.7001 0.345581 0.347625
0.7501 0.352168 0.354287
0.8001 0.357288 0.359472
0.8501 0.361069 0.363309
0.9001 0.36363 0.365917
0.9501 0.365082 0.367406
1.0001 0.365525 0.367879
1.0501 0.365056 0.367433
1.1001 0.363762 0.366155
1.1501 0.361725 0.364128
1.2001 0.359021 0.361427
1.2501 0.35572 0.358124
1.3001 0.351885 0.354283
1.3501 0.347579 0.349965
1.4001 0.342854 0.345226
1.4501 0.337763 0.340116
1.5001 0.332353 0.334684
1.5501 0.326667 0.328973
1.6001 0.320744 0.323022
1.6501 0.314622 0.31687
1.7001 0.308333 0.310549
1.7501 0.301909 0.304091
1.8001 0.295378 0.297525
1.8501 0.288766 0.290875
1.9001 0.282096 0.284167
1.9501 0.275389 0.277421
2.0001 0.268665 0.270657
2.0501 0.261941 0.263893
2.1001 0.255234 0.257145
2.1501 0.248558 0.250428
2.2001 0.241926 0.243754
2.2501 0.235349 0.237135
2.3001 0.228838 0.230582
2.3501 0.222401 0.224105
2.4001 0.216048 0.21771
2.4501 0.209786 0.211407
2.5001 0.20362 0.2052
2.5501 0.197556 0.199096
2.6001 0.191599 0.193099
2.6501 0.185753 0.187214
2.7001 0.180021 0.181443
2.7501 0.174406 0.17579
2.8001 0.16891 0.170257
2.8501 0.163535 0.164846
2.9001 0.158282 0.159557
2.9501 0.153152 0.154392
3.0001 0.148146 0.149351
3.0501 0.143263 0.144435
3.1001 0.138504 0.139643
3.1501 0.133868 0.134975
3.2001 0.129354 0.13043
3.2501 0.124962 0.126007
3.3001 0.12069 0.121706
3.3501 0.116537 0.117524
3.4001 0.112501 0.113461
3.4501 0.108581 0.109515
3.5001 0.104776 0.105683
3.5501 0.101083 0.101965
3.6001 0.0975 0.0983583
3.6501 0.0940258 0.0948607
3.7001 0.0906579 0.0914704
3.7501 0.0873943 0.0881851
3.8001 0.0842326 0.0850027
3.8501 0.0811709 0.0819209
3.9001 0.0782067 0.0789376
3.9501 0.0753378 0.0760504
4.0001 0.0725619 0.0732571
4.0501 0.0698769 0.0705553
4.1001 0.0672803 0.0679428
4.1501 0.0647699 0.0654174
4.2001 0.0623434 0.0629766
4.2501 0.0599987 0.0606184
4.3001 0.0577334 0.0583403
4.3501 0.0555453 0.0561403
4.4001 0.0534323 0.0540161
4.4501 0.0513922 0.0519656
4.5001 0.0494229 0.0499866
4.5501 0.0475223 0.048077
4.6001 0.0456882 0.0462348
4.6501 0.0439188 0.044458
4.7001 0.042212 0.0427444
4.7501 0.0405658 0.0410923
4.8001 0.0389783 0.0394997
4.8501 0.0374478 0.0379646
4.9001 0.0359722 0.0364854
4.9501 0.0345499 0.0350601
5.0001 0.0331791 0.033687
5.0501 0.0318581 0.0323645
5.1001 0.0305852 0.0310909
5.1501 0.0293588 0.0298645
5.2001 0.0281774 0.0286838
5.2501 0.0270392 0.0275472
5.3001 0.025943 0.0264533
5.3501 0.0248871 0.0254005
5.4001 0.0238702 0.0243875
5.4501 0.0228909 0.0234129
5.5001 0.0219479 0.0224754
5.5501 0.0210397 0.0215736
5.6001 0.0201652 0.0207063
5.6501 0.0193232 0.0198723
5.7001 0.0185123 0.0190704
5.7501 0.0177315 0.0182995
5.8001 0.0169796 0.0175584
5.8501 0.0162556 0.016846
5.9001 0.0155583 0.0161614
5.9501 0.0148867 0.0155035
6.0001 0.0142398 0.0148713
6.0501 0.0136166 0.0142639
6.1001 0.0130163 0.0136803
6.1501 0.0124378 0.0131198
6.2001 0.0118803 0.0125814
6.2501 0.011343 0.0120643
6.3001 0.0108249 0.0115677
6.3501 0.0103253 0.0110909
6.4001 0.00984338 0.0106331
6.4501 0.00937839 0.0101935
6.5001 0.00892958 0.00977153
6.5501 0.00849622 0.00936646
6.6001 0.00807763 0.00897767
6.6501 0.00767311 0.00860452
6.7001 0.00728201 0.00824641
6.7501 0.00690368 0.00790276
6.8001 0.00653749 0.00757303
6.8501 0.00618285 0.00725665
6.9001 0.00583915 0.00695312
6.9501 0.00550582 0.00666194
7.0001 0.0051823 0.00638263
7.0501 0.00486803 0.00611471
7.1001 0.00456248 0.00585774
7.1501 0.00426512 0.0056113
7.2001 0.00397544 0.00537495
7.2501 0.00369295 0.00514832
7.3001 0.00341714 0.00493101
7.3501 0.00314753 0.00472265
7.4001 0.00288365 0.00452288
7.4501 0.00262504 0.00433136
7.5001 0.00237122 0.00414777
7.5501 0.00212175 0.00397179
7.6001 0.00187619 0.0038031
7.6501 0.00163407 0.00364142
7.7001 0.00139498 0.00348647
7.7501 0.00115847 0.00333796
7.8001 0.000924105 0.00319565
7.8501 0.00069146 0.00305929
7.9001 0.000460104 0.00292862
7.9501 0.000229607 0.00280342
8 -1.44119e-09 0.0026837


# parameter = 1
0.0001 9.999e-05 9.999e-05
0.0501 0.0475904 0.0476518
0.1001 0.0903289 0.0905652
0.1501 0.128747 0.129179
0.2001 0.16318 0.163812
0.2501 0.193933 0.194759
0.3001 0.221287 0.222297
0.3501 0.245503 0.246687
0.4001 0.266824 0.268168
0.4501 0.285476 0.286968
0.5001 0.301669 0.303296
0.5501 0.315599 0.317348
0.6001 0.32745 0.329309
0.6501 0.337391 0.339348
0.7001 0.345581 0.347625
0.7501 0.352168 0.354287
0.8001 0.357288 0.359472
0.8501 0.361069 0.363309
0.9001 0.36363 0.365917
0.9501 0.365082 0.367406
1.0001 0.365525 0.367879
